Feature,Normalized.Dispersion
ENSMUSG00000051951,-0.23852296012432475
ENSMUSG00000089699,nan
ENSMUSG00000102331,2.534325879496216
ENSMUSG00000025902,1.0827212807484712
ENSMUSG00000033845,-1.1150487804205418
ENSMUSG00000025903,5.454990221945888
ENSMUSG00000033813,-0.37739405148273025
ENSMUSG00000002459,-0.018874683110047284
ENSMUSG00000033793,5.929223760202117
ENSMUSG00000025905,1.2950388035055471
ENSMUSG00000025907,1.1983312026682198
ENSMUSG00000090031,-0.6511821138183171
ENSMUSG00000087247,-0.7824931349274489
ENSMUSG00000033740,-0.006878382088874688
ENSMUSG00000051285,-1.3522113471450834
ENSMUSG00000097797,-1.1293160972773373
ENSMUSG00000025909,-0.25788277309731705
ENSMUSG00000061024,0.2678141911328985
ENSMUSG00000025911,5.0841023550599465
ENSMUSG00000079671,0.16512028953140848
ENSMUSG00000067879,-0.7673918330150957
ENSMUSG00000025912,-0.2513022815519938
ENSMUSG00000045210,-1.7293789493200604
ENSMUSG00000097893,nan
ENSMUSG00000025915,43.05784637925242
ENSMUSG00000046101,-1.6488060398857116
ENSMUSG00000098234,-1.9280604035788347
ENSMUSG00000099032,1.5477739082302873
ENSMUSG00000025916,0.02123510860966424
ENSMUSG00000025917,0.11747838382738338
ENSMUSG00000056763,-0.7112595209754904
ENSMUSG00000067851,-1.6711258132694597
ENSMUSG00000042501,0.3982487258556739
ENSMUSG00000048960,0.5828914502878658
ENSMUSG00000057715,-2.096034884073039
ENSMUSG00000016918,5.416861978370026
ENSMUSG00000025938,-2.1340252316216137
ENSMUSG00000005886,2.332133836851371
ENSMUSG00000101476,nan
ENSMUSG00000025935,3.287602595244452
ENSMUSG00000025937,-0.4963281125052838
ENSMUSG00000025932,-0.2736459342234484
ENSMUSG00000054493,5.005520898999878
ENSMUSG00000025930,-0.05453933138915544
ENSMUSG00000032769,nan
ENSMUSG00000092083,0.30658936020856137
ENSMUSG00000025925,0.31127183499381283
ENSMUSG00000032719,-0.7624459743569952
ENSMUSG00000067795,-1.3157336611851742
ENSMUSG00000043716,0.4563839282038726
ENSMUSG00000025921,-0.26142190054846454
ENSMUSG00000025920,-0.25974227670272027
ENSMUSG00000025939,-0.6587452007964328
ENSMUSG00000079658,-1.6964293987997978
ENSMUSG00000025940,0.14251203880030344
ENSMUSG00000025779,3.161379425796972
ENSMUSG00000042686,-1.157898310862864
ENSMUSG00000025777,1.4827880136558016
ENSMUSG00000099899,-1.0120429717539914
ENSMUSG00000067780,3.610585584421085
ENSMUSG00000100053,nan
ENSMUSG00000025776,3.1846969068958706
ENSMUSG00000099895,-2.8611522907936378
ENSMUSG00000109887,-0.4096140154618679
ENSMUSG00000089787,nan
ENSMUSG00000025927,9.345396916352529
ENSMUSG00000043760,nan
ENSMUSG00000041859,0.18839672197352852
ENSMUSG00000097934,-0.8813780363581789
ENSMUSG00000025931,5.532702520173612
ENSMUSG00000041809,-0.4544338423739206
ENSMUSG00000041779,0.6429298265760222
ENSMUSG00000025933,0.024555679343590882
ENSMUSG00000025934,-1.0634393748527213
ENSMUSG00000028033,-2.026994860640813
ENSMUSG00000041670,-0.46942769958102476
ENSMUSG00000100775,-2.037770257786854
ENSMUSG00000026158,2.0226128753949664
ENSMUSG00000026156,4.020789347246636
ENSMUSG00000026155,-0.8522485609784767
ENSMUSG00000026154,-0.703505887368445
ENSMUSG00000026153,0.7680115133256651
ENSMUSG00000026147,-0.9822358685147689
ENSMUSG00000026141,0.745945043685672
ENSMUSG00000073725,1.0111101055521605
ENSMUSG00000033569,-1.131810547003238
ENSMUSG00000048874,-1.430803981258556
ENSMUSG00000026064,nan
ENSMUSG00000117310,nan
ENSMUSG00000026058,-1.4459275838157744
ENSMUSG00000026134,-0.5131272549104627
ENSMUSG00000004768,-1.1211205708467207
ENSMUSG00000042215,-0.38137032734102855
ENSMUSG00000042197,-0.602758810720151
ENSMUSG00000042182,-1.5686574264021484
ENSMUSG00000026131,4.529958148187238
ENSMUSG00000042111,-0.37578769415641144
ENSMUSG00000026127,-0.1646940179150417
ENSMUSG00000026126,2.630885677204666
